,date,prcp
2110,2017-07-28,0.01
2111,2017-07-28,0.0
2112,2017-07-28,0.09
2113,2017-07-28,0.4
2114,2017-07-29,0.0
2115,2017-07-29,0.06
2116,2017-07-29,0.02
2117,2017-07-29,0.0
2118,2017-07-29,0.23
2119,2017-07-29,0.3
2120,2017-07-30,0.0
2121,2017-07-30,0.0
2122,2017-07-30,0.0
2123,2017-07-30,0.0
2124,2017-07-30,0.3
2125,2017-07-31,0.0
2126,2017-07-31,0.0
2127,2017-07-31,
2128,2017-07-31,
2129,2017-07-31,0.0
2130,2017-07-31,0.0
2131,2017-07-31,0.0
2132,2017-08-01,0.02
2133,2017-08-01,0.12
2134,2017-08-01,0.0
2135,2017-08-01,
2136,2017-08-02,0.0
2137,2017-08-02,0.05
2138,2017-08-02,0.0
2139,2017-08-02,0.25
2140,2017-08-03,0.0
2141,2017-08-03,0.01
2142,2017-08-03,0.0
2143,2017-08-03,0.06
2144,2017-08-04,0.02
2145,2017-08-04,0.04
2146,2017-08-04,0.0
2147,2017-08-04,0.0
2148,2017-08-05,0.0
2149,2017-08-05,0.06
2150,2017-08-05,
2151,2017-08-06,0.0
2152,2017-08-06,0.0
2153,2017-08-06,0.0
2154,2017-08-06,0.0
2155,2017-08-06,
2156,2017-08-07,0.0
2157,2017-08-07,0.0
2158,2017-08-07,0.0
2159,2017-08-07,0.05
2160,2017-08-08,0.0
2161,2017-08-08,0.1
2162,2017-08-08,0.0
2163,2017-08-08,0.34
2164,2017-08-09,0.0
2165,2017-08-09,0.0
2166,2017-08-09,0.15
2167,2017-08-10,0.0
2168,2017-08-10,0.0
2169,2017-08-10,0.0
2170,2017-08-10,0.07
2171,2017-08-11,0.0
2172,2017-08-11,0.0
2173,2017-08-11,0.0
2174,2017-08-11,
2175,2017-08-12,0.0
2176,2017-08-12,0.0
2177,2017-08-12,0.14
2178,2017-08-13,0.0
2179,2017-08-13,
2180,2017-08-13,0.0
2181,2017-08-13,0.0
2182,2017-08-13,
2183,2017-08-14,0.0
2184,2017-08-14,0.01
2185,2017-08-14,0.08
2186,2017-08-14,0.0
2187,2017-08-14,0.22
2188,2017-08-15,0.02
2189,2017-08-15,0.0
2190,2017-08-15,0.06
2191,2017-08-15,0.32
2192,2017-08-15,0.42
2193,2017-08-16,0.0
2194,2017-08-16,0.07
2195,2017-08-16,0.12
2196,2017-08-16,0.42
2197,2017-08-17,0.0
2198,2017-08-17,0.05
2199,2017-08-17,0.01
2200,2017-08-17,0.13
2201,2017-08-18,0.0
2202,2017-08-18,0.0
2203,2017-08-18,0.06
2204,2017-08-18,
2205,2017-08-19,0.0
2206,2017-08-19,0.0
2207,2017-08-19,
2208,2017-08-19,0.09
2209,2017-08-20,0.0
2210,2017-08-20,0.01
2211,2017-08-20,
2212,2017-08-21,0.0
2213,2017-08-21,0.02
2214,2017-08-21,
2215,2017-08-21,0.56
2216,2017-08-22,0.0
2217,2017-08-22,0.0
2218,2017-08-22,0.5
2219,2017-08-23,0.0
2220,2017-08-23,0.0
2221,2017-08-23,0.08
2222,2017-08-23,0.45
